id,name,job,job_cat,pic_url,season,skin_tone,eye_color,hair_color,contrast_level,best_color1,best_color2,best_color3,best_color4,best_color5,worst_color1,worst_color2,worst_color3,worst_color4,worst_color5
212,Tanya Burr,"Beauty, fashion blogger, and YouTuber",Social Media Influencers/Content Creators,https://upload.wikimedia.org/wikipedia/commons/9/9a/Tanya_Burr_2020.png,light spring,warm,hazel with flecks of green and gold,light brown with golden highlights,low,#f4c2c2,#d9ad7c,#fff5ba,#fadadd,#ead1dc,#252525,#000000,#7f1d1d,#083d77,#004225
213,Taylor Swift,Pop and country music,Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Taylor_Swift_at_the_2023_MTV_Video_Music_Awards_%283%29.png/1280px-Taylor_Swift_at_the_2023_MTV_Video_Music_Awards_%283%29.png,light spring,warm,blue with a hint of green and a light grey rim,natural dirty blonde,low,#f4c2c2,#faf0e6,#fff5ee,#ffdab9,#ffefd5,#010101,#423937,#284942,#5d3954,#3c1414
214,Tom Holland,Spider-Man in Marvel movies,Hollywood Actors,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Tom_Holland_during_pro-am_Wentworth_golf_club_2023-2.jpg/1280px-Tom_Holland_during_pro-am_Wentworth_golf_club_2023-2.jpg,light spring,warm,deep brown,natural dark brown,medium,#f4c2a0,#d7a98c,#ead3bf,#fad2a5,#c9b180,#000000,#ffffff,#123456,#654321,#ff00ff
215,Yuna,ITZY,K-pop/Asian Celebrities,,light spring,warm,deep brown,natural dark brown,medium,#f4c2c2,#faf0e6,#fff5ee,#ffe4e1,#fadadd,#000000,#1c1c1c,#082567,#4b0082,#800000
216,Alicia Vikander,"Ex Machina, Tomb Raider",Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Alicia_Vikander-7756.jpg/1280px-Alicia_Vikander-7756.jpg,light summer,cool,deep brown,natural dark brown,low,#b6c4be,#d6e2e7,#b4c7d9,#afc0d5,#f4e1e1,#000000,#ffffff,#ffd700,#ff8c00,#8b0000
217,Chelsea Handler,Chelsea Lately,TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Sec._John_King_and_Chelsea_Handler_%28cropped%29.jpg/1280px-Sec._John_King_and_Chelsea_Handler_%28cropped%29.jpg,light summer,cool,blue with gray flecks,blonde with soft ash undertones,low,#b4c6d8,#d9b3c5,#a7acc6,#c2e4e8,#e8d6cb,#000000,#7b113a,#084b83,#ff4500,#762f07
218,Ellen DeGeneres,The Ellen DeGeneres Show,TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Ellen_DeGeneres-2009-enh5.jpg/1280px-Ellen_DeGeneres-2009-enh5.jpg,light summer,cool,"blue with a soft, greyish tone",blonde with ash tones,low,#b4c7d9,#a4b8c4,#99a3ae,#cdd1d3,#f4e8e1,#08182b,#ff2400,#7c0a02,#034f04,#ffd700
219,Grace Kelly,Hollywood glamour and becoming Princess Grace of Monaco,Historical/Classic Hollywood Icons,https://upload.wikimedia.org/wikipedia/commons/c/cb/Grace_Kelly30419.jpg,light summer,cool,light blue,golden blonde,low,#b4c7d9,#a8b1d3,#cfd3e7,#d6e2e9,#f4e8e1,#080200,#ff0000,#7a1d02,#ffa500,#800080
220,Ingrid Nilsen,"Beauty, fashion, and lifestyle blogger",Social Media Influencers/Content Creators,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Ingrid_Nilsen_VidCon_2014_01_%28cropped%29.jpg/1280px-Ingrid_Nilsen_VidCon_2014_01_%28cropped%29.jpg,light summer,cool,light brown with flecks of green,light brown with subtle blonde highlights,low,#bfb4ac,#a7acc9,#99c1d9,#b1c2cb,#d5a6bd,#221b15,#ff0000,#00ff00,#0000ff,#884d00
221,IU (Lee Ji-eun),"Solo artist, actress",K-pop/Asian Celebrities,,light summer,cool,"dark brown with some lighter flecks near the iris, adding a bit of softness and dimension to her overall look.",natural dark brown,low,#b6c4cb,#d6e2e9,#99a3a4,#a7acc0,#c8afa7,#000000,#7a1f22,#083d77,#ff4500,#e34234
222,Karlie Kloss,"Runway shows, entrepreneurship",Models/Supermodels,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Karlie_Kloss_%2847541292642%29_%28cropped%29_%28cropped%29.jpg/1280px-Karlie_Kloss_%2847541292642%29_%28cropped%29_%28cropped%29.jpg,light summer,cool,light blue with hints of gray,dirty blonde,low,#d6e2e9,#b4cdda,#a8bdd5,#c1c6db,#ead1dc,#000000,#183a37,#ff8c00,#7b3f00,#ff6347
223,Kate Moss,"Iconic supermodel, fashion design",Models/Supermodels,https://upload.wikimedia.org/wikipedia/commons/b/bc/Kate_Moss_-_Decort%C3%A9_advertisement_%28cropped2%29.jpg,light summer,cool,hazel with flecks of green and brown,light brown with natural blonde highlights,low,#b4c7d9,#a8c0d4,#d9e2e6,#99a3ae,#cfd8dc,#000000,#7b1f00,#ff4500,#013220,#420303
224,Katharine Hepburn,"Strong, independent roles in cinema",Historical/Classic Hollywood Icons,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Katharine_Hepburn_publicity_photograph.jpg/1280px-Katharine_Hepburn_publicity_photograph.jpg,light summer,cool,hazel with flecks of green and brown,natural light brown with auburn highlights,low,#b4c7d9,#a4bcc6,#99a9b7,#f4e2e7,#d9cfd6,#000000,#7b113a,#084b83,#ff4500,#800000
225,Lindsey Vonn,Alpine Ski Racing,Athletes/Sports Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Lindsey_Vonn_-_240422_181204_%28cropped%29.jpg/1280px-25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Lindsey_Vonn_-_240422_181204_%28cropped%29.jpg,light summer,cool,hazel with green and brown flecks,blonde,low,#b4c6d8,#a4b8c4,#99a3b2,#d1c4dd,#c9b6d5,#000000,#7b113a,#08457e,#ff6900,#653700
226,Mark Tuan,GOT7,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/0/03/Mark_Tuan_on_Choi_Hwajung%27s_Power_Time_Radio%2C_28_April_2020_02.jpg,light summer,cool,deep brown,natural dark brown,low,#e8b4a8,#c89f94,#aec6cf,#77dd77,#cdb5cd,#000000,#ffffff,#ff6347,#800000,#008080
227,Natalie Portman,"Black Swan, Marvel movies",Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/5/53/Natalie_Portman_2023.jpg,light summer,cool,hazel with green and brown flecks,natural dark brown,low,#b4c8d8,#a2b2c3,#99a8b2,#c1dad6,#afccc9,#000000,#ffffff,#ff6347,#800000,#008000
228,Nikkie de Jager,"Beauty vlogger, makeup artist",Social Media Influencers/Content Creators,https://upload.wikimedia.org/wikipedia/commons/6/60/NikkiedeJager2020-2.jpg,light summer,cool,light blue with a greyish undertone,blonde,low,#b6c4be,#a8b6d3,#cfd8dd,#d6bfd4,#e8cfc9,#08182b,#7a1d02,#ffd700,#00ff00,#ff6347
229,Princess Alexandra of Luxembourg,Princess of Luxembourg,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/6/6b/Prince_Alexandra_of_Luxembourg_2025_%28cropped%29.jpg,light summer,cool,light blue with gray undertones,light brown with natural blonde highlights,low,#b4c7d9,#d6e2e7,#a8bdd4,#f4edee,#c5afc0,#08182b,#ff6900,#e3170a,#9b1b20,#007233
230,Rosé,BLACKPINK,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Ros%C3%A9_wine_-_July_2023_-_Sarah_Stierch_01-cropped.jpg/1280px-Ros%C3%A9_wine_-_July_2023_-_Sarah_Stierch_01-cropped.jpg,light summer,cool,light brown with soft gray undertones,ash blonde,low,#b4c7d9,#a8d0e6,#f4e1e1,#d6e2e9,#c6e2ea,#000000,#7b3f00,#ff4500,#8b0000,#ffff00
231,Sam Smith,Pop and soul music,Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/SamSmith-byPhilipRomano.jpg/1280px-SamSmith-byPhilipRomano.jpg,light summer,cool,deep brown,natural dark brown,medium,#b6cfd7,#a8b6bf,#99a3a4,#c8c3c0,#d9cabd,#000000,#ffffff,#ff6347,#800000,#008000
232,Scarlett Johansson,Black Widow in Marvel movies,Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Scarlett_Johansson-8588.jpg/1280px-Scarlett_Johansson-8588.jpg,light summer,cool,green with flecks of gold and brown,dirty blonde,low,#b4c7d9,#a8dad4,#f4e1e6,#d9afd9,#6d929b,#000000,#ff6347,#800000,#008080,#ffd700
233,Sophie Turner,"Game of Thrones, X-Men films",Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Sophie_Turner_%2840553144273%29_%28cropped%29.jpg/1280px-Sophie_Turner_%2840553144273%29_%28cropped%29.jpg,light summer,cool,green with light flecks,strawberry blonde,low,#b4c6ce,#c5b9b7,#d1d8dc,#a8a7a7,#99c1b9,#000000,#8b4513,#ff4500,#800000,#008000
234,"Sophie, Countess of Wessex",Countess of Wessex,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/2025-03-11_Sophie%2C_Duchess_of_Edinburgh-46_%28cropped%29.jpg/1280px-2025-03-11_Sophie%2C_Duchess_of_Edinburgh-46_%28cropped%29.jpg,light summer,cool,soft blue,light ash blonde,low,#b4c7d9,#afcab8,#f4e1e1,#99c1d9,#f7cfd6,#000000,#7a1f1f,#ffd700,#ff8c00,#0a0a0a
235,Stella McCartney,Fashion design,Fashion Designers/Style Icons,https://upload.wikimedia.org/wikipedia/commons/0/08/Stella_McCartney_2014_%28cropped%29.jpg,light summer,cool,light blue with grey undertones,light brown with blonde highlights,low,#b4c7d9,#a8b1d4,#99a9bf,#d9cfe5,#e1d7cd,#000000,#7b1f02,#083d77,#ff4d00,#e63900
236,Taeyeon (Kim Tae-yeon),Member of Girls' Generation,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/250307_Taeyeon_%40_-The_Tense-_in_Seoul_Day_1_%2854371295597%29_%28cropped%29.jpg/1280px-250307_Taeyeon_%40_-The_Tense-_in_Seoul_Day_1_%2854371295597%29_%28cropped%29.jpg,light summer,cool,"dark brown with flecks of lighter brown near the iris, adding depth",natural dark brown,low,#b4c7d9,#a8b0d4,#99b4be,#cfd8dd,#e6e2d3,#000000,#ffd700,#8b4513,#ff6347,#800000
237,Taylor Hill,"High-profile modeling, Victoria's Secret Angel",Models/Supermodels,,light summer,cool,hazel with green and brown flecks,natural dark brown,low,#b4c7d9,#d9afab,#a8b6bf,#f4e1e1,#bfb4c6,#000000,#ff6347,#8b0000,#800080,#008000
238,YoonA (Im Yoon-ah),Member of Girls' Generation,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/YoonA_at_Sulwhasoo_event_in_April_2025_01.jpg/1280px-YoonA_at_Sulwhasoo_event_in_April_2025_01.jpg,light summer,cool,light brown with hints of gray,natural dark brown,low,#b6c4be,#a7acc9,#99b4d1,#c1c6db,#d1b3c4,#000000,#ff6347,#800000,#008000,#ffd700
239,Bianca Andreescu,Tennis,Athletes/Sports Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Bianca_Andreescu_%282023_DC_Open%29_04_%28cropped%29.jpg/1256px-Bianca_Andreescu_%282023_DC_Open%29_04_%28cropped%29.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#9e7866,#baa58b,#d0c4b1,#000000,#ffffff,#ff00ff,#00ffff,#800080
240,Bill Maher,Real Time with Bill Maher,TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/BillMaherSept10.jpg/1280px-BillMaherSept10.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#d9a991,#b98867,#c4a484,#8d6b55,#b07d62,#000000,#ffffff,#00ff00,#0000ff,#ff00ff
241,Bradley Cooper,"A Star Is Born, The Hangover",Hollywood Actors,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Bradley_Cooper_Is_This_Thing_On-41_%28cropped%29.jpg/1280px-Bradley_Cooper_Is_This_Thing_On-41_%28cropped%29.jpg,soft autumn,warm,"deep blue with hints of gray, creating a soft yet striking appearance",natural dark brown,medium,#e8b4a8,#c89f94,#a67c52,#6a4e42,#d9a760,#000000,#ffffff,#00ff00,#ff00ff,#0000ff
242,"Camilla, Duchess of Cornwall",Duchess of Cornwall,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Queen_Camilla_in_Aotearoa_2019.jpg/1167px-Queen_Camilla_in_Aotearoa_2019.jpg,soft autumn,warm,blue with green flecks,blonde with soft golden highlights,low,#e8b4a8,#c89f94,#d1a785,#a67b5b,#996b3d,#000000,#ffffff,#00ff00,#ff00ff,#0000ff
243,Crown Prince Frederik of Denmark,Crown Prince of Denmark,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/King_Frederik_X_in_2025.jpg/1153px-King_Frederik_X_in_2025.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#d9b19c,#b0876f,#a67b5b,#6a4e42,#cab2a1,#000000,#ffffff,#00ff00,#0000ff,#ff00ff
244,Donna Karan,DKNY,Fashion Designers/Style Icons,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Donna_Karan_2025.jpg/1280px-Donna_Karan_2025.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#b08770,#9a7662,#836953,#000000,#ffffff,#00ff00,#ff00ff,#0000ff
245,Gary Cooper,Roles in Westerns and dramatic films,Historical/Classic Hollywood Icons,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Gary_Cooper_%281952%29.jpg/1280px-Gary_Cooper_%281952%29.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#d9a972,#b47b56,#cabba2,#987856,#c89f94,#000000,#ffffff,#00ff00,#ff00ff,#0000ff
246,Jisoo,BLACKPINK,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Jisoo_of_Blackpink_at_a_Dior_event%2C_April_18%2C_2025_%283%29.png/1280px-Jisoo_of_Blackpink_at_a_Dior_event%2C_April_18%2C_2025_%283%29.png,soft autumn,warm,deep brown with warm flecks,natural dark brown,medium,#e8b4a8,#c89f94,#b07d62,#a67b5b,#d9a973,#000000,#ffffff,#00ffff,#ff00ff,#800080
247,Lauren Bacall,Distinctive voice and roles in film noir,Historical/Classic Hollywood Icons,https://upload.wikimedia.org/wikipedia/commons/7/76/Lauren_Bacall_1945_press_photo.jpg,soft autumn,warm,deep blue with hints of green,natural dark blonde,medium,#d7b8ab,#bb9278,#a47c64,#6d4c41,#baa58c,#000000,#ffffff,#00ffff,#ff00ff,#800080
248,Na Yeon,TWICE,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/7/72/Nayeon_251120_1.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#d1a785,#b08763,#a67b5b,#000000,#ffffff,#00ff00,#ff00ff,#0000ff
249,Princess Anne,Princess Royal,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Princess_Anne_September_2025.jpg/1280px-Princess_Anne_September_2025.jpg,soft autumn,warm,deep brown with warm flecks,natural dark brown,medium,#e8b4a8,#c89f94,#9e7a6b,#8a6e5c,#d9a875,#000000,#ffffff,#00ff00,#0000ff,#ff00ff
250,RM (Kim Nam-joon),Leader of BTS,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/RM_at_W_Korea_Love_Your_W%2C_November_2023.jpg/1280px-RM_at_W_Korea_Love_Your_W%2C_November_2023.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#d4a373,#c4875a,#bc8a76,#d9b7a3,#aa8071,#000000,#ffffff,#00ffff,#ff00ff,#800080
251,Ronda Rousey,Mixed Martial Arts & WWE,Athletes/Sports Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Rousey_HOF_2018_%28cropped%29.jpg/1133px-Rousey_HOF_2018_%28cropped%29.jpg,soft autumn,warm,hazel with golden flecks,natural dark blonde,medium,#dab6a0,#bfa387,#a78666,#6e4c3b,#cab2ab,#000000,#ffffff,#00ffff,#ff00ff,#800080
252,Rosé (Park Chae-young),Member of BLACKPINK,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/b/b3/Blackpink_Ros%C3%A9_Rimowa_1.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#d9a875,#b7a597,#a67c52,#000000,#ffffff,#00ff00,#ff00ff,#0000ff
253,Selena Gomez,"Pop music, actress",Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Selena_Gomez_at_the_2024_Toronto_International_Film_Festival_10_%28cropped%29.jpg/1280px-Selena_Gomez_at_the_2024_Toronto_International_Film_Festival_10_%28cropped%29.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#d1a785,#b0876f,#a67b5b,#000000,#ffffff,#ff00ff,#00ffff,#880000
254,Shayla Mitchell,Beauty influencer and makeup artist,Social Media Influencers/Content Creators,,soft autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#a67c52,#d9a875,#b0885a,#000000,#ffffff,#00ffff,#ff00ff,#800080
255,Taeyang (Dong Young-bae),Member of BIGBANG,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/5/50/Taeyang_-_MADE_THE_MOVIE_Premiere_%28cropped%29.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#dab6a0,#bb9f8e,#a07d68,#6a4e42,#cab2ab,#000000,#ffffff,#00ff00,#ff00ff,#0000ff
256,Taeyeon,Girls' Generation,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/250307_Taeyeon_%40_-The_Tense-_in_Seoul_Day_1_%2854371295597%29_%28cropped%29.jpg/1280px-250307_Taeyeon_%40_-The_Tense-_in_Seoul_Day_1_%2854371295597%29_%28cropped%29.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#a67c52,#d9a875,#b7a69e,#000000,#ffffff,#00ff00,#ff00ff,#0000ff
257,Tom Brady,American Football,Athletes/Sports Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Tom_Brady_-_240422_191334_%28cropped%29_%28cropped%29.jpg/1067px-25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Tom_Brady_-_240422_191334_%28cropped%29_%28cropped%29.jpg,soft autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#ad8c7c,#967c6e,#856b5a,#000000,#ffffff,#00ff00,#0000ff,#ff00ff
258,Alessandro Michele,Gucci's creative director,Fashion Designers/Style Icons,,soft summer,cool,hazel with flecks of green and brown,dark brown with soft ash undertones,low,#b1a8a6,#9e8e8a,#867d7a,#d6c4be,#a5978e,#ff0000,#00ff00,#0000ff,#ffff00,#ff00ff
259,Gemma Chan,"Crazy Rich Asians, Eternals",Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Gemma_Chan_at_82nd_Venice_International_Film_Festival-1_%28cropped%29.jpg/1280px-Gemma_Chan_at_82nd_Venice_International_Film_Festival-1_%28cropped%29.jpg,soft summer,cool,deep brown with subtle grey flecks,natural dark brown,medium,#baa6a5,#a2a2b9,#6d778d,#99a3a6,#d1c4c9,#ff0000,#00ff00,#0000ff,#ffff00,#ff00ff
260,Giorgio Armani,Armani,Fashion Designers/Style Icons,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Giorgio_Armani_1997.jpg/1280px-Giorgio_Armani_1997.jpg,soft summer,cool,light hazel with flecks of green,salt and pepper,low,#b5afaf,#9d9b9e,#a5b1b8,#859ba1,#c9c3d0,#000000,#ffffff,#ff6347,#ffd700,#00ff00
261,Graham Norton,The Graham Norton Show,TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/GrahamNorton-byPhilipRomano.jpg/1200px-GrahamNorton-byPhilipRomano.jpg,soft summer,cool,light blue with gray tones,salt and pepper,low,#b1a8a6,#99a3a4,#6d7376,#9c9e9f,#d5c4b3,#000000,#ffffff,#ff6347,#00ff00,#ffd700
262,Johnny Depp,Pirates of the Caribbean,Hollywood Actors,https://upload.wikimedia.org/wikipedia/commons/2/21/Johnny_Depp_2020.jpg,soft summer,cool,deep brown with hints of hazel,natural dark brown,medium,#b5a9a1,#9c8c87,#6d7b8d,#7f8c96,#c5b9b6,#000000,#ffffff,#ff6347,#ffd700,#00ff00
263,KathleenLights,"Beauty YouTuber, created nail polish line",Social Media Influencers/Content Creators,,soft summer,neutral,hazel with flecks of green and brown,light brown with subtle highlights,low,#b6a8a9,#a8b6ab,#99a3a4,#c9c1ba,#afaf97,#000000,#ffffff,#ff6347,#00ff00,#8b0000
264,Miyawaki Sakura,Member of IZ*ONE,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/20241018_Le_Sserafim%27s_Sakura_Miyawaki_04.jpg/1236px-20241018_Le_Sserafim%27s_Sakura_Miyawaki_04.jpg,soft summer,cool,light brown with hints of gray,natural dark brown,low,#b0a8b9,#9e8f99,#c5b4be,#85a3b2,#769fa7,#000000,#ffd700,#00ff00,#ff6347,#ff00ff
265,Post Malone,"Hip-hop, R&B, and rock music",Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Post_Malone_July_2021_%28cropped%29.jpg/1280px-Post_Malone_July_2021_%28cropped%29.jpg,soft summer,cool,hazel with flecks of green and brown,light brown with natural highlights,low,#b6a8a9,#a0938e,#9e9e8d,#c5b9b6,#d1c4c9,#000000,#ffffff,#ff6347,#ffd700,#00ff00
266,Princess Sofia of Sweden,Princess of Sweden,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/8/87/Princess_Sofia_June_2015.jpg,soft summer,cool,deep brown with hints of lighter brown near the iris,natural dark brown,medium,#b8a9c9,#99b4be,#677d8e,#a5acc0,#7d889b,#00ff00,#ff6347,#0000ff,#ffff00,#ff69b4
267,Suga,BTS,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/4/45/Suga_for_Marie_Claire_Korea%2C_May_2023_issue_05_%28cropped%29.png,soft summer,cool,light brown,natural dark brown,low,#b6a8a9,#a8b1b8,#99a3a4,#d1c4b6,#b7c0c7,#000000,#ffffff,#ff6347,#00ff00,#ffd700
268,Taemin,SHINee,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/1/13/240919_SHINEE_Taemin.jpg,soft summer,cool,deep brown,natural dark brown,low,#b6a8a9,#a5978e,#9c9ea5,#899da6,#788fa9,#000000,#ffffff,#ff6347,#00ff00,#ffd700
269,Aaliyah Jay,Beauty tutorials and vlogs,Social Media Influencers/Content Creators,,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#daa06d,#b76e79,#a6582d,#000000,#ffffff,#00ffff,#ff00ff,#800080
270,Bad Bunny,Latin trap and reggaeton music,Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Bad_Bunny_2019_by_Glenn_Francis_%28cropped%29.jpg/1280px-Bad_Bunny_2019_by_Glenn_Francis_%28cropped%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#d9ab6c,#b97a57,#a56b45,#000000,#ffffff,#89cff0,#009b77,#772d76
271,Beyoncé,"Music, Dreamgirls",Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/b/b7/Beyonc%C3%A9_-_Tottenham_Hotspur_Stadium_-_1st_June_2023_%2810_of_118%29_%2852946364598%29_%28best_crop%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#b07d62,#9e6a53,#8a553a,#000000,#ffffff,#00ffff,#ff00ff,#800080
272,Brad Pitt,"Fight Club, Once Upon a Time in Hollywood",Hollywood Actors,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Brad_Pitt-69858.jpg/1280px-Brad_Pitt-69858.jpg,warm autumn,warm,blue with hints of green,dirty blonde,medium,#c69c6d,#cc7722,#99582a,#ffdb58,#daa520,#0000ff,#800080,#ff00ff,#00ffff,#000000
273,Bruno Mars,"Pop, funk, and R&B music",Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/BrunoMars24KMagicWorldTourLive_%28cropped%29.jpg/1100px-BrunoMars24KMagicWorldTourLive_%28cropped%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#d08a56,#cc7722,#ffcc99,#c04000,#996515,#0000ff,#000000,#ffffff,#c0c0c0,#800080
274,Chris Brown,R&B and hip-hop music,Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/f/fc/Chris_Brown_got_INFLUENCE.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#daa520,#cd853f,#8b4513,#2e8b57,#556b2f,#000000,#ffffff,#ff69b4,#0000ff,#4b0082
275,Chrissy Teigen,"Modeling, television hosting, and cookbooks",Models/Supermodels,https://upload.wikimedia.org/wikipedia/commons/f/fd/Chrissy_Teigen_2019.png,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#b87333,#cc7722,#ffcba4,#000000,#ffffff,#00ffff,#0000ff,#ff00ff
276,Dulce Candy,Beauty and fashion vlogger,Social Media Influencers/Content Creators,,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#b87333,#cc7722,#ff8c69,#000000,#ffffff,#00ffff,#0000ff,#800080
277,Ed Sheeran,Pop and folk music,Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ed_Sheeran-6886_%28cropped%29.jpg/1280px-Ed_Sheeran-6886_%28cropped%29.jpg,warm autumn,warm,blue-green with flecks of gold,natural ginger,low,#e8b4a8,#c89f94,#af8066,#996633,#cc7722,#000000,#ffffff,#00ffff,#0000ff,#800080
278,Emma Stone,"La La Land, Spider-Man movies",Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Emma_Stone_at_the_2025_Cannes_Film_Festival_03_%28cropped%29.jpg/1280px-Emma_Stone_at_the_2025_Cannes_Film_Festival_03_%28cropped%29.jpg,warm autumn,warm,green with flecks of gold,"natural blonde, often dyed auburn",medium,#daa520,#cd853f,#8b4513,#ffdead,#f4a460,#0000ff,#00ffff,#000080,#800080,#ff00ff
279,Huda Kattan,"Beauty blogger, makeup artist",Social Media Influencers/Content Creators,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/HudaKattan.jpg/1280px-HudaKattan.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#daa520,#cd853f,#8b4513,#ffdead,#f4a460,#000000,#ffffff,#c0c0c0,#808080,#ffc0cb
280,Imaan Hammam,"Advocacy for diversity in fashion, high-fashion campaigns",Models/Supermodels,https://upload.wikimedia.org/wikipedia/commons/3/30/Imaan_Hammam_on_Carolina_Herrera_FW15_%28cropped%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#a67c52,#d9a875,#b76e79,#000000,#ffffff,#a8a8a8,#8f8f8f,#727272
281,John Legend,R&B and soul music,Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/3/35/John_Legend_May_2022.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#daa520,#cd853f,#8b4513,#6b8e23,#808000,#000000,#ffffff,#c0c0c0,#800080,#ff00ff
